class_index,label,threshold,precision,recall,f1
17,Haloalkane,0.45,0.7347179918075832,0.761698652511229,0.7479650890816504
17,Haloalkane,0.5,0.7529915007828226,0.7331700013610998,0.7429485676454768
17,Haloalkane,0.55,0.7697950697950698,0.7055668980536274,0.7362829344506783
17,Haloalkane,0.6000000000000001,0.7866177586643056,0.6771743568803593,0.7278046782428064
17,Haloalkane,0.6500000000000001,0.8052005288673424,0.6465496120865659,0.717206184321778
17,Haloalkane,0.7000000000000001,0.821635826125041,0.6128215598203348,0.702030124426981
17,Haloalkane,0.7500000000000001,0.8400333016175071,0.5768068599428338,0.6839684307364547
17,Haloalkane,0.8,0.8583877995642701,0.5362733088335375,0.6601323615648823
17,Haloalkane,0.8500000000000001,0.8778116098615067,0.4865659452837893,0.626092439182444
17,Haloalkane,0.9000000000000001,0.899340888066605,0.42343813801551655,0.5757805704132812
17,Haloalkane,0.9500000000000001,0.9318375241779497,0.3278617122635089,0.4850583971002819
18,Hydrazine,0.05,0.6834016393442623,0.7088204038257173,0.6958789775691184
18,Hydrazine,0.1,0.7177508269018743,0.691817215727949,0.7045454545454546
18,Hydrazine,0.15000000000000002,0.7453488372093023,0.6811902231668437,0.7118267629094948
